Year,CSIRO Adjusted Sea Level,Lower Error Bound,Upper Error Bound,NOAA Adjusted Sea Level
1906,1.694617394074395,1.494617394074395,1.894617394074395,1.625720656556947
1907,1.6018928096457428,1.4018928096457428,1.8018928096457427,1.53211411096929
1908,2.152652830174666,1.9526528301746662,2.3526528301746663,2.1957686565110395
1909,1.8931554431279267,1.6931554431279268,2.0931554431279267,2.0166052480211083
1910,1.7118484219222025,1.5118484219222026,1.9118484219222025,1.7502045818421463
1911,2.0460732694009742,1.8460732694009743,2.2460732694009744,2.1083334705896664
1912,2.3766649286556074,2.1766649286556072,2.5766649286556076,2.201277319363624
1913,1.6937774041495237,1.4937774041495238,1.8937774041495237,1.5123123672726266
1914,1.795564444217102,1.595564444217102,1.9955644442171019,1.8477984478983982
1915,3.1832215839592273,2.983221583959227,3.3832215839592275,3.025638953842205
1916,2.365646174333909,2.165646174333909,2.565646174333909,2.3144844265644093
1917,2.1472882133787627,1.9472882133787628,2.347288213378763,2.0183924469032495
1918,2.6097580282893595,2.4097580282893594,2.8097580282893597,2.80994041340256
1919,2.0958869680988537,1.8958869680988537,2.295886968098854,2.042248099515249
1920,2.3979637777620084,2.1979637777620082,2.5979637777620086,2.30419596536786
1921,2.896477042781793,2.696477042781793,3.0964770427817934,2.9628831070613977
1922,2.3318042543961295,2.1318042543961293,2.5318042543961297,2.384466123712412
1923,2.5511541785096195,2.3511541785096193,2.7511541785096196,2.5797608689645277
1924,2.220198289768002,2.0201982897680018,2.420198289768002,2.2670113182374707
1925,2.7655223507037103,2.56552235070371,2.9655223507037105,2.8239008020150256
1926,3.18803859171344,2.98803859171344,3.3880385917134404,2.992794392375105
1927,2.6309850131322747,2.4309850131322746,2.830985013132275,2.594940542797613
1928,3.0253458687749246,2.8253458687749244,3.225345868774925,3.2773702261744058
1929,3.0080303276817575,2.8080303276817573,3.2080303276817577,2.9323279431896516
1930,2.580177427654442,2.380177427654442,2.780177427654442,2.605796017367232
1931,2.9310381375225565,2.7310381375225563,3.1310381375225567,3.0337740668650515
1932,3.0847859836970803,2.88478598369708,3.2847859836970805,3.0577764072546287
1933,3.088564173905407,2.8885641739054067,3.288564173905407,3.0892439951273696
1934,2.875623069374725,2.675623069374725,3.0756230693747253,2.7873753498970046
1935,2.657040761717243,2.4570407617172427,2.857040761717243,2.635288169710132
1936,3.5099159102346293,3.309915910234629,3.7099159102346295,3.348173000294546
1937,2.6691371429569926,2.4691371429569924,2.8691371429569927,2.75795252965593
1938,3.785487914620183,3.585487914620183,3.985487914620183,3.8140330899972006
1939,3.9233759467249936,3.7233759467249934,4.123375946724994,3.8571887531726508
1940,3.953458393153724,3.753458393153724,4.153458393153724,3.9671984932484383
1941,3.823640799271109,3.623640799271109,4.023640799271109,3.6421596124893565
1942,4.656254339145798,4.456254339145798,4.856254339145798,4.586136586042434
1943,3.6118656126199955,3.4118656126199953,3.8118656126199957,3.5788884155649456
1944,3.1279432996526206,2.9279432996526205,3.327943299652621,3.1256285644446815
1945,2.7537683056153255,2.5537683056153253,2.9537683056153257,2.720118974877655
1946,3.9915912035124355,3.7915912035124353,4.191591203512435,4.086624504164436
1947,5.263512395901837,5.063512395901837,5.463512395901837,5.313426987461068
1948,4.814690428381433,4.614690428381433,5.014690428381433,4.883309328586256
1949,4.3288524484795445,4.128852448479544,4.528852448479545,4.261603102906554
1950,4.261940293696392,4.0619402936963915,4.461940293696392,4.243321445437748
1951,4.615461745168753,4.415461745168753,4.815461745168753,4.543358892833065
1952,4.19495289648457,3.9949528964845697,4.39495289648457,4.065150059005322
1953,4.012142676650524,3.8121426766505238,4.212142676650524,4.058285538524233
1954,4.9218574190689415,4.721857419068941,5.121857419068942,4.894297751538473
1955,4.138742158436957,3.9387421584369564,4.338742158436957,4.197190121128476
1956,5.246125867428757,5.046125867428757,5.446125867428758,5.370145534782553
1957,5.1920836471692615,4.992083647169261,5.392083647169262,5.152085834681646
1958,4.788460223343787,4.588460223343787,4.988460223343787,4.737707388377193
1959,5.335921012481092,5.1359210124810915,5.535921012481092,5.502184056382939
1960,5.112668700767987,4.912668700767987,5.312668700767987,5.162541567379376
1961,5.394387876568074,5.194387876568074,5.594387876568074,5.3330029062920685
1962,5.475636285886514,5.275636285886514,5.675636285886514,5.370121331361718
1963,4.7276385600047375,4.527638560004737,4.927638560004738,4.795309642212451
1964,4.960542707011425,4.760542707011425,5.160542707011425,4.978093176918444
1965,5.336795129883118,5.136795129883118,5.536795129883118,5.337568140793202
1966,5.381169640009598,5.181169640009598,5.581169640009598,5.496790240652976
1967,5.199288500075547,4.999288500075547,5.3992885000755475,5.0692367054148075
1968,5.513217480869717,5.313217480869717,5.713217480869718,5.461941841221183
1969,5.8946273329216305,5.69462733292163,6.094627332921631,5.775407866055488
1970,4.798029508895561,4.598029508895561,4.998029508895561,4.763138294650393
1971,5.239146172846834,5.039146172846833,5.439146172846834,5.203784185961028
1972,5.725826496587441,5.525826496587441,5.925826496587441,5.815349514013801
1973,5.011409719856429,4.811409719856429,5.211409719856429,5.097790746953089
1974,5.656456962221184,5.456456962221184,5.856456962221184,5.632079672945313
1975,5.422411158082595,5.222411158082595,5.6224111580825955,5.340054876840406
1976,5.98103264552764,5.78103264552764,6.18103264552764,6.067876263886523
1977,6.120492295619323,5.920492295619323,6.3204922956193235,6.0475409048101305
1978,5.1959215207928,4.9959215207928,5.3959215207928,5.116525399050279
1979,6.307441982099513,6.1074419820995125,6.507441982099513,6.267977050244169
1980,5.789490293976242,5.589490293976242,5.989490293976242,5.76221714366706
1981,6.396373288961823,6.196373288961823,6.596373288961823,6.365345813388139
1982,5.829771538901367,5.629771538901367,6.029771538901367,5.80630401636118
1983,5.632616949834093,5.432616949834093,5.832616949834093,5.585621194589608
1984,6.676760491639407,6.476760491639407,6.876760491639407,6.820715165515218
1985,6.59623899042994,6.39623899042994,6.7962389904299405,6.647124485053679
1986,6.3356846003519856,6.135684600351985,6.535684600351986,6.237665830238829
1987,6.227810749472049,6.0278107494720485,6.427810749472049,6.2625297561880195
1988,7.261076058845279,7.061076058845279,7.461076058845279,7.35123326995445
1989,6.224880848220371,6.024880848220371,6.424880848220371,6.484492074301765
1990,6.829941059000789,6.629941059000789,7.029941059000789,6.6851952616221935
1991,7.278600838545881,7.0786008385458805,7.478600838545881,7.28862627775275
1992,6.872239920403432,6.672239920403432,7.072239920403432,6.783916619724267
1993,7.339827516271824,7.139827516271824,7.539827516271824,7.292213926093065
1994,6.663292894266691,6.463292894266691,6.863292894266691,6.5987868695510485
1995,7.0968824427575425,6.896882442757542,7.296882442757543,7.129721666688412
1996,6.513569127425776,6.313569127425776,6.713569127425776,6.559860793863619
1997,6.763953807404157,6.563953807404157,6.963953807404157,6.81108984160748
1998,7.634006729790695,7.434006729790695,7.834006729790695,7.785857665596695
1999,7.304267551367098,7.104267551367098,7.504267551367098,7.4192757900775606
2000,7.115657364065504,6.9156573640655035,7.315657364065504,7.170933257954606
2001,7.304703320008592,7.104703320008592,7.504703320008592,7.312231304145436
2002,7.447255318564833,7.247255318564833,7.6472553185648335,7.548427065672023
2003,7.027804174917032,6.8278041749170315,7.227804174917032,7.13299238419736
2004,7.193898151221867,6.993898151221867,7.393898151221867,7.183188106942344
2005,7.573323965177139,7.373323965177139,7.7733239651771395,7.592843412603332
2006,7.7360093151074745,7.536009315107474,7.936009315107475,7.636797740235094
2007,7.864153274084643,7.664153274084643,8.064153274084642,7.812856413754201
2008,7.574493779575403,7.374493779575403,7.774493779575403,7.62613249717855
2009,7.297801538188217,7.097801538188217,7.4978015381882175,7.203190466785444
2010,7.8629144742931345,7.662914474293134,8.062914474293134,7.841683003738191
2011,8.54105409720266,8.34105409720266,8.741054097202658,8.571229436005721
2012,7.747543557371397,7.547543557371397,7.9475435573713975,7.790018717679486
2013,7.915381971551659,7.7153819715516585,8.115381971551658,7.921984051992159
2014,8.239554873450585,8.039554873450586,8.439554873450584,8.24770588196299
2015,8.765085117625215,8.565085117625216,8.965085117625215,8.764313997687106
2016,8.389059166018475,8.189059166018476,8.589059166018474,8.440298008884112
2017,8.572906101157159,8.37290610115716,8.772906101157158,8.677289577521973
2018,8.45971251292853,8.25971251292853,8.659712512928529,8.435356626030599
2019,8.01154052459585,7.811540524595849,8.211540524595849,7.9828087683763576
2020,8.533462932698773,8.333462932698774,8.733462932698773,8.55692303652442
2021,8.43466752800217,8.23466752800217,8.634667528002169,8.467422665912334
2022,8.712559383906646,8.512559383906646,8.912559383906645,8.797450462369167
2023,8.70413318338897,8.504133183388971,8.90413318338897,8.77225452758848
2024,8.347474022307715,8.147474022307716,8.547474022307714,8.330928267104683
2025,8.68380462757243,8.48380462757243,8.88380462757243,8.77516730525214
2026,8.567746315472444,8.367746315472445,8.767746315472444,8.633902613012436
2027,8.830504659832881,8.630504659832882,9.03050465983288,8.61563725734806
2028,9.069367267756233,8.869367267756234,9.269367267756232,9.086181849114407
2029,9.23438916704136,9.034389167041361,9.43438916704136,9.325794417301742
2030,8.685297565324667,8.485297565324668,8.885297565324667,8.541952491897744
2031,8.505294095167448,8.305294095167449,8.705294095167448,8.58217972835746
2032,9.169101618836773,8.969101618836774,9.369101618836773,8.939633915600876
2033,9.615548289192388,9.415548289192389,9.815548289192387,9.598431872689027
2034,9.238413679409895,9.038413679409896,9.438413679409894,9.258755701746196
2035,9.5128090901945,9.3128090901945,9.712809090194499,9.394135764533017
2036,9.501397915493731,9.301397915493732,9.70139791549373,9.512581515610247
2037,9.482151475267031,9.282151475267032,9.68215147526703,9.542672179862816
2038,9.808796032152516,9.608796032152517,10.008796032152516,9.84168149772256
2039,9.927525780061849,9.72752578006185,10.127525780061848,10.01331716010616
2040,9.62171016169098,9.421710161690982,9.82171016169098,9.928676372830042
2041,10.000474721437556,9.800474721437556,10.200474721437555,9.913134320677043
2042,9.49398830856437,9.293988308564371,9.69398830856437,9.441257606075133
2043,10.32812594273281,10.12812594273281,10.528125942732808,10.18119701304183
2044,9.845152921636577,9.645152921636578,10.045152921636577,9.760182783375356
2045,9.835018254457271,9.635018254457272,10.03501825445727,9.88930233279671
2046,9.409481539285395,9.209481539285395,9.609481539285394,9.44220773074499
2047,10.166213511399608,9.966213511399609,10.366213511399607,9.891321215227206
2048,10.485949487789457,10.285949487789457,10.685949487789456,10.397300599701186
2049,10.574756790762855,10.374756790762856,10.774756790762854,10.609755231646803
2050,10.09691076768826,9.896910767688262,10.29691076768826,10.021423222021522
2051,10.831209502542386,10.631209502542387,11.031209502542385,10.694086958948958
2052,11.141623966435159,10.94162396643516,11.341623966435158,11.154793977012051
2053,10.116074531370279,9.91607453137028,10.316074531370278,10.088182502331932
2054,10.868533525882738,10.668533525882738,11.068533525882737,10.867271395328851
2055,11.281027906308644,11.081027906308645,11.481027906308643,11.353205307530626
2056,10.283730755133151,10.083730755133152,10.48373075513315,10.242059821714852
2057,10.510853399191422,10.310853399191423,10.710853399191421,10.548092518675396
2058,10.454968820887457,10.254968820887457,10.654968820887456,10.329694155671328
2059,10.675703603826829,10.47570360382683,10.875703603826828,10.599265379916574
2060,10.463536142413927,10.263536142413928,10.663536142413927,10.430326418029948
2061,10.76525339737277,10.565253397372771,10.96525339737277,10.73340743620577
2062,11.424823314180411,11.224823314180412,11.62482331418041,11.60373326287925
2063,11.266431215472924,11.066431215472925,11.466431215472923,11.307697733115443
2064,10.579032226168113,10.379032226168114,10.779032226168113,10.615124530335814
2065,11.275728012642785,11.075728012642786,11.475728012642785,11.34655781797726
2066,11.195460850097257,10.995460850097258,11.395460850097257,11.08536215346701
2067,11.93680817338012,11.73680817338012,12.13680817338012,11.956476345508529
2068,12.000969704633347,11.800969704633347,12.200969704633346,12.04492788792678
2069,12.032584481352162,11.832584481352162,12.232584481352161,12.15296880292042
2070,12.054271268982546,11.854271268982547,12.254271268982546,11.992597711276646
2071,11.694622252395725,11.494622252395725,11.894622252395724,11.941420823886347
2072,11.977280759633004,11.777280759633005,12.177280759633003,11.9803779333806
2073,11.9840771730451,11.7840771730451,12.184077173045099,12.11612847491992
2074,12.071021397124722,11.871021397124723,12.271021397124722,12.226390780226929
2075,12.086681093902437,11.886681093902437,12.286681093902436,12.065703389179129
2076,11.794827297158784,11.594827297158785,11.994827297158784,11.802866505684161
2077,11.942512525329505,11.742512525329506,12.142512525329504,11.789559155435295
2078,11.822727738307066,11.622727738307066,12.022727738307065,11.714506804224406
2079,11.980026935090955,11.780026935090955,12.180026935090954,12.062538294635734
2080,12.019176176203397,11.819176176203397,12.219176176203396,11.997424651339827
2081,12.724429999856673,12.524429999856673,12.924429999856672,12.751425919569721
2082,12.138764425598975,11.938764425598976,12.338764425598974,12.16322878575412
2083,12.202883067030498,12.0028830670305,12.402883067030498,12.33548403489718
2084,12.279805500679572,12.079805500679573,12.479805500679571,12.482093748310152
2085,12.397052140880692,12.197052140880693,12.597052140880692,12.377348075864617
2086,12.299714749193864,12.099714749193865,12.499714749193863,12.257201345213101
2087,12.399039897860236,12.199039897860237,12.599039897860235,12.472553603198161
2088,12.889028526997263,12.689028526997264,13.089028526997263,12.831224457195372
2089,13.255790142371307,13.055790142371308,13.455790142371306,13.435709646017015
2090,12.14418503083305,11.94418503083305,12.34418503083305,12.098120581795724
2091,12.903431364522406,12.703431364522407,13.103431364522406,12.970171210029783
2092,13.006319206346136,12.806319206346137,13.206319206346135,12.777680798308907
2093,13.2623406540546,13.062340654054601,13.4623406540546,13.383472776421572
2094,13.418402047114725,13.218402047114726,13.618402047114724,13.423700448104338
2095,13.361357852105838,13.161357852105839,13.561357852105838,13.36147423603317
2096,13.183474379098694,12.983474379098695,13.383474379098693,13.241188719816396
2097,13.549686792976702,13.349686792976703,13.749686792976702,13.416326027510912
2098,13.27536252924933,13.07536252924933,13.47536252924933,13.169553412917669
2099,13.360614652281248,13.160614652281248,13.560614652281247,13.189568504221166
2100,13.321746099802494,13.121746099802495,13.521746099802494,13.370949683873128
2101,13.474369323007213,13.274369323007214,13.674369323007213,13.599151007623401
2102,13.339756142076613,13.139756142076614,13.539756142076612,13.383472766162736
2103,13.673788399148137,13.473788399148138,13.873788399148136,13.822411995806068
2104,13.369197188478156,13.169197188478156,13.569197188478155,13.42717941667007
2105,14.352691872781735,14.152691872781736,14.552691872781734,14.412605304062795
2106,13.653149238233947,13.453149238233948,13.853149238233947,13.689831989107878
2107,14.114442758132968,13.914442758132969,14.314442758132968,14.136522874433208
2108,13.933870790346038,13.733870790346039,14.133870790346037,14.030044730621153
2109,13.836477274332136,13.636477274332137,14.036477274332135,13.773601102826479
2110,14.423543700001142,14.223543700001143,14.623543700001141,14.317562660157408
2111,13.895969255595208,13.695969255595209,14.095969255595207,13.873567030667594
2112,14.068507516047443,13.868507516047444,14.268507516047443,14.076968422452977
2113,14.282802978706632,14.082802978706633,14.482802978706632,14.38499622476082
2114,14.466451666975642,14.266451666975643,14.666451666975641,14.582998924709432
2115,14.224055467878857,14.024055467878858,14.424055467878857,14.216394353403885
2116,14.384801667227615,14.184801667227616,14.584801667227614,14.444924809679176
2117,13.992849180781349,13.79284918078135,14.192849180781348,14.02273683138068
2118,14.526902682365371,14.326902682365372,14.72690268236537,14.43648027451894
2119,14.156408966362813,13.956408966362813,14.356408966362812,14.149693732348348
2120,14.377218971367292,14.177218971367292,14.57721897136729,14.490745535564555
2121,14.6860185226178,14.486018522617801,14.8860185226178,14.760346593119301
2122,15.36914229340875,15.16914229340875,15.569142293408749,15.326278076775058
2123,14.90968855892338,14.70968855892338,15.109688558923379,14.89976087278675
2124,14.398237644250878,14.198237644250879,14.598237644250878,14.451824768528503
2125,15.082987302789528,14.882987302789529,15.282987302789527,15.128113964536547
2126,15.081019285568248,14.881019285568248,15.281019285568247,15.03379274065317
2127,15.395046431859413,15.195046431859414,15.595046431859412,15.271932322184137
2128,15.161332365900709,14.96133236590071,15.361332365900708,15.214281297340913
2129,15.063955144955601,14.863955144955602,15.2639551449556,15.154782544835838
2130,15.703696580294691,15.503696580294692,15.90369658029469,15.750821838007152
2131,15.921018804745698,15.721018804745698,16.1210188047457,15.993751326755726
2132,15.781374015031773,15.581374015031773,15.981374015031772,15.785537440265191
2133,15.798664354176806,15.598664354176806,15.998664354176805,15.804517851401627
2134,16.27060884830851,16.07060884830851,16.47060884830851,16.263521052007285
2135,15.7363514148844,15.5363514148844,15.936351414884399,15.847457640292353
2136,15.998862521522113,15.798862521522114,16.198862521522113,15.98195393235838
2137,15.436066954095441,15.236066954095442,15.63606695409544,15.38089382596592
2138,16.356107995451783,16.156107995451784,16.556107995451782,16.316784887087184
2139,15.737168256430545,15.537168256430546,15.937168256430544,15.80051403864434
2140,15.440849789202055,15.240849789202056,15.640849789202054,15.465145172572443
2141,16.78376935296903,16.583769352969032,16.98376935296903,16.805146134528144
2142,16.518610307646533,16.318610307646534,16.718610307646532,16.576816970162103
2143,16.20808989718521,16.00808989718521,16.40808989718521,16.171584518970754
2144,16.27004022019856,16.07004022019856,16.47004022019856,16.341423199133995
2145,16.521554987869553,16.321554987869554,16.721554987869553,16.473808385568727
2146,16.51065391676851,16.310653916768512,16.71065391676851,16.60140014746434
2147,16.271482868423355,16.071482868423356,16.471482868423355,16.112101398402313
2148,16.020711300377844,15.820711300377845,16.220711300377843,16.066084854867874
2149,16.451593369214944,16.251593369214945,16.651593369214943,16.310399570643472
2150,17.31644638462385,17.11644638462385,17.516446384623848,17.357465356631888
2151,16.512302320912347,16.312302320912348,16.712302320912347,16.457343263890188
2152,16.265647590366417,16.065647590366417,16.465647590366416,16.347606494381655
2153,16.192097771377874,15.992097771377875,16.392097771377873,16.279869791755544
2154,17.15691317324824,16.95691317324824,17.356913173248238,17.154148601269764
2155,16.854422342112436,16.654422342112436,17.054422342112435,16.822739355874553
2156,17.34204583135311,17.142045831353112,17.54204583135311,17.45417676070238
2157,16.83420254108332,16.634202541083322,17.03420254108332,17.04135356014775
2158,16.28015470158327,16.08015470158327,16.48015470158327,16.40793571005267
2159,17.04962211799638,16.84962211799638,17.249622117996378,17.042673110376395
2160,17.05946486827745,16.85946486827745,17.259464868277448,16.73134737536852
2161,17.38938396259097,17.18938396259097,17.58938396259097,17.443923875115683
2162,17.347406104640623,17.147406104640623,17.547406104640622,17.238538640010162
2163,17.429673978306344,17.229673978306344,17.629673978306343,17.396148852025586
2164,17.744221211926877,17.544221211926878,17.944221211926877,17.60582086973545
2165,17.31024707104211,17.11024707104211,17.51024707104211,17.3826079029552
2166,18.13650110221145,17.93650110221145,18.33650110221145,18.08589074609582
2167,18.210477702765203,18.010477702765204,18.410477702765203,18.184045572556062
2168,17.620186868125394,17.420186868125395,17.820186868125393,17.63919096292325
2169,17.840446117585348,17.64044611758535,18.040446117585347,17.73599055539674
2170,17.145964778247794,16.945964778247795,17.345964778247794,17.22330328116537
2171,18.31867707206068,18.11867707206068,18.51867707206068,18.387630209121745
2172,17.895837848113,17.695837848113,18.095837848113,17.736334680954837
2173,17.82674796222027,17.62674796222027,18.02674796222027,17.756219128590992
2174,18.177518979893065,17.977518979893066,18.377518979893065,18.10328107673655
2175,18.405480133292453,18.205480133292454,18.605480133292453,18.383476065294094
2176,17.756157546014187,17.556157546014187,17.956157546014186,17.771114330268684
2177,17.906367019639347,17.706367019639348,18.106367019639347,17.949106277106956
2178,18.09677133639039,17.89677133639039,18.29677133639039,18.266279117479552
2179,18.868193858699726,18.668193858699727,19.068193858699725,18.80722822430418
2180,18.360699739078537,18.160699739078538,18.560699739078537,18.403881987099105
2181,18.111312878523087,17.911312878523088,18.311312878523086,18.00293728879706
2182,18.80925569774193,18.60925569774193,19.009255697741928,18.787095169483162
2183,18.615057680523705,18.415057680523706,18.815057680523704,18.7800777027235
2184,18.430456223020713,18.230456223020713,18.630456223020712,18.612850288683283
2185,18.682403342180933,18.482403342180934,18.882403342180933,18.46901482842266
2186,18.63723406332802,18.43723406332802,18.83723406332802,18.50448073281138
2187,19.528129131927745,19.328129131927746,19.728129131927744,19.493264526495484
2188,18.89939475762597,18.69939475762597,19.09939475762597,18.895241817696004
2189,19.473949867742306,19.273949867742306,19.673949867742305,19.655281247836665
2190,19.22475683230878,19.024756832308782,19.42475683230878,19.065623395806288
2191,19.108284310502828,18.90828431050283,19.308284310502827,18.941036990832323
2192,19.153974141376775,18.953974141376776,19.353974141376774,19.215900812026604
2193,19.288221812273505,19.088221812273506,19.488221812273505,19.25012898731683
2194,19.29981773434691,19.09981773434691,19.49981773434691,19.267557036649354
2195,19.357956177599853,19.157956177599853,19.557956177599852,19.34947286387073
2196,19.206058279097796,19.006058279097797,19.406058279097795,19.065675826442725
2197,19.440874551489713,19.240874551489714,19.640874551489713,19.49454399046383
2198,19.73358869345948,19.533588693459482,19.93358869345948,19.619325008590785
2199,19.94088745980083,19.74088745980083,20.14088745980083,20.066048423921735
2200,19.63939681071774,19.439396810717742,19.83939681071774,19.53739097182255
2201,20.488791457171416,20.288791457171417,20.688791457171416,20.68570788404025
2202,19.084579484962997,18.884579484962998,19.284579484962997,19.182153519880895
2203,19.96144646092322,19.76144646092322,20.16144646092322,19.9687415047732
2204,19.33186776145416,19.13186776145416,19.53186776145416,19.423546575034198
2205,19.676564244111464,19.476564244111465,19.876564244111464,19.679316035711533
2206,20.018079641848505,19.818079641848506,20.218079641848504,20.21223708534027
2207,21.222212204590836,21.022212204590836,21.422212204590835,21.18922498858228
2208,20.78023046732527,20.580230467325272,20.98023046732527,20.78155055153237
2209,19.403697828834463,19.203697828834464,19.603697828834463,19.5548953351916
2210,19.81453618446197,19.614536184461972,20.01453618446197,19.756108352224164
2211,20.904746649469796,20.704746649469797,21.104746649469796,20.89554318637189
2212,20.33638003612471,20.13638003612471,20.536380036124708,20.181067162961902
2213,19.95173344975658,19.751733449756582,20.15173344975658,20.0757255102932
2214,21.120519787270045,20.920519787270045,21.320519787270044,21.225487544847873
2215,19.915555409910457,19.715555409910458,20.115555409910456,20.06917357620817
2216,21.015961200441236,20.815961200441237,21.215961200441235,20.980533685846734
2217,20.461639207458393,20.261639207458394,20.661639207458393,20.726998619715978
2218,21.48364031362822,21.283640313628222,21.68364031362822,21.353047719731673
2219,20.47973530804709,20.27973530804709,20.67973530804709,20.374218287644563
2220,20.065473551564033,19.865473551564033,20.265473551564032,20.14892833224623
2221,21.28193721947383,21.08193721947383,21.481937219473828,21.325047733894163
2222,21.14606599933366,20.946065999333662,21.34606599933366,21.238887442346474
2223,20.693415354925634,20.493415354925634,20.893415354925633,20.808996215735824
2224,21.288374886881854,21.088374886881855,21.488374886881854,21.337560128176573
2225,21.242311513927497,21.042311513927498,21.442311513927496,21.33478241393377
2226,20.81488431837191,20.61488431837191,21.01488431837191,20.949320302719705
2227,21.66310014811971,21.46310014811971,21.86310014811971,21.720791850209462
2228,21.044225725226095,20.844225725226096,21.244225725226094,20.973061934139853
2229,21.672022114061196,21.472022114061197,21.872022114061195,21.654535703469904
2230,21.00604611628511,20.80604611628511,21.20604611628511,20.926474126756023
2231,21.979450746595052,21.779450746595053,22.17945074659505,21.964458129940184
2232,21.199092163063952,20.999092163063953,21.39909216306395,21.251416355312607
2233,22.145288698538163,21.945288698538164,22.345288698538162,22.325651360234303
2234,21.40799747981091,21.20799747981091,21.60799747981091,21.296066737106788
2235,21.8201713018469,21.620171301846902,22.0201713018469,21.740725820107063
2236,21.916799407737454,21.716799407737454,22.116799407737453,21.835637286504934
2237,22.23977596946456,22.03977596946456,22.43977596946456,22.268294603975836
2238,22.397877087363387,22.197877087363388,22.597877087363386,22.451322184214906
2239,21.794154364419878,21.59415436441988,21.994154364419877,21.67619269640079
2240,21.822954796318065,21.622954796318066,22.022954796318064,21.58916011849319
2241,21.866806146223816,21.666806146223816,22.066806146223815,21.83979406702357
2242,22.28986999673004,22.08986999673004,22.48986999673004,22.286033744290567
2243,21.863253504850874,21.663253504850875,22.063253504850874,21.949881797555612
2244,21.675445752667503,21.475445752667504,21.875445752667503,21.68180842867876
2245,22.99726700516407,22.79726700516407,23.19726700516407,23.02330969625465
2246,22.77250066142297,22.57250066142297,22.97250066142297,22.552252131864563
2247,22.58582019598827,22.38582019598827,22.78582019598827,22.374205318408006
2248,22.896635842851914,22.696635842851915,23.096635842851914,22.98236260921885
2249,22.854753083043327,22.654753083043328,23.054753083043327,22.82121561705544
2250,22.18888593662706,21.98888593662706,22.38888593662706,21.959323545731007
2251,23.18083483284925,22.98083483284925,23.38083483284925,23.347120924211847
2252,23.20945908207311,23.00945908207311,23.40945908207311,23.150746851987403
2253,22.54762790595135,22.347627905951352,22.74762790595135,22.618662692295963
2254,23.65512136251509,23.45512136251509,23.85512136251509,23.519557133221827
2255,23.42154060330074,23.221540603300742,23.62154060330074,23.27446357750031
2256,22.94954690088316,22.74954690088316,23.14954690088316,22.907065751493942
2257,23.297049608911173,23.097049608911174,23.497049608911173,23.281192431528332
2258,23.71593222176264,23.51593222176264,23.915932221762638,23.687038179563267
2259,23.72299483357451,23.52299483357451,23.92299483357451,23.72841010491483
2260,23.237024011229636,23.037024011229636,23.437024011229635,23.108498344366406
2261,23.85663939939021,23.65663939939021,24.05663939939021,23.74531575460139
2262,23.87206420427338,23.67206420427338,24.072064204273378,23.86533328523363
2263,24.31250172448053,24.11250172448053,24.51250172448053,24.22113984504429
2264,24.163282184256936,23.963282184256936,24.363282184256935,24.226268466626905
2265,24.12817377764353,23.92817377764353,24.328173777643528,24.079464173762663
2266,24.107724470129792,23.907724470129793,24.30772447012979,24.225342113036202
2267,24.096028954998737,23.896028954998737,24.296028954998736,23.985787551114964
2268,23.793153843629703,23.593153843629704,23.993153843629702,23.652460903202773
2269,23.807081092173622,23.607081092173622,24.00708109217362,23.7386264462677
